,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,release_date_initial,hit
2432,2QoZDDUGDsSxZCixtZYN17,Kalopsia,5,245009,0,"['Mino Safy', 'Mariana BO', 'Zaa']","['2YwWtaaaCMDirSz0qfxjE5', '2cFzYhiHqYS7o8ZIM9WD22', '3MJkjA2JwoLaRsEqooYtPu']",2016-12-16,0.5820000000000001,0.8959999999999999,7,-5.6610000000000005,1,0.0532,0.000472,0.903,0.0686,0.182,131.999,4,2016,0
2433,2VlLbhGLVJgdOW7kKdWWFc,Six Feet Under,77,189613,0,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],2016-11-17,0.5760000000000001,0.307,11,-12.732000000000001,0,0.0428,0.807,0.00035499999999999996,0.0792,0.157,67.513,4,2016,1
2434,4QVFtAswXqPoAWRLo5yu8a,Power (feat. Stormzy),66,242293,0,"['Little Mix', 'Stormzy']","['3e7awlrlDSwF3iM0WBjGMp', '2SrSdSvpminqmStGELCSNd']",2016-11-18,0.586,0.865,7,-4.092,1,0.319,0.0345,5.7000000000000005e-06,0.165,0.46799999999999997,172.912,4,2016,1
2435,4kuexchmxuc5NXmokfo1WH,Verleden Tijd,58,195469,1,"['Frenna', 'Lil Kleine']","['6m1LYS5NQonxjOcQFPQOb5', '3AlRiyjMywTVNzTcHbf9QT']",2018-09-07,0.7709999999999999,0.6609999999999999,10,-6.718,1,0.0916,0.131,5.45e-06,0.114,0.183,104.884,4,2018,1
2436,0cSLeYOXALUTVBXC2NGN9q,Mibalik Ako,26,247200,0,['Del Horest'],['6oiUtb62opnGTMn5FI0s3Y'],1997,0.5479999999999999,0.418,3,-13.867,1,0.0315,0.444,1.23e-05,0.0733,0.5,90.025,4,1997,0
2437,2cdXoSYJ2O0ZDEs4AyOgTH,Endhuko Prayam,31,305274,0,"['S. P. Balasubrahmanyam', 'K. S. Chithra']","['2ae6PxICSOZHvjqiCcgon8', '2IUtwMti1OiT3lkW6RubgH']",1999-06-30,0.59,0.6559999999999999,2,-8.741,0,0.0603,0.479,3.06e-06,0.252,0.525,88.89299999999999,4,1999,0
2438,4S1VYqwfkLit9mKVY3MXoo,Forever Young,74,226706,0,['Alphaville'],['0xliTEbFfy5HQHvsTknTkX'],1984-09-27,0.489,0.483,9,-9.466000000000001,0,0.0275,0.42,0.0028,0.23600000000000002,0.33299999999999996,136.822,4,1984,1
2439,43ZyHQITOjhciSUUNPVRHc,Gucci Gang,70,124056,1,['Lil Pump'],['3wyVrVrFCkukjdVIdirGVY'],2017-10-06,0.9359999999999999,0.523,5,-6.71,1,0.0597,0.239,0.0,0.11699999999999999,0.6990000000000001,119.889,4,2017,1
2440,0uDdI4fAXCuNhQbmxENdsO,Can I,71,167810,1,['Kehlani'],['0cGUm45nv7Z6M6qdXYQGTX'],2020-05-08,0.574,0.7909999999999999,1,-3.752,1,0.11,0.419,0.0,0.0982,0.612,119.537,4,2020,1
2441,5hQ5ZsbsBeHZqRcnHGXonO,Jingle Bell Rock,0,222368,0,['Cocktail de Nervios'],['6OpudeoBfcvBoV0UjfdGCE'],1932,0.618,0.33899999999999997,5,-20.158,1,0.0705,0.7120000000000001,0.978,0.166,0.7140000000000001,151.83,4,1932,1
2442,5u8pXMlhhTrUf9A0krUV8o,Você decide,40,217280,0,['Rick & Renner'],['0ozdcqmICsOZDe7eJQVzrp'],2002-07-15,0.6829999999999999,0.6629999999999999,11,-6.518,1,0.0279,0.528,1.21e-06,0.107,0.537,140.05,4,2002,0
2443,01Uw8FXKFWDXtOzIErtf0V,Teasin' Brown Blues - Remastered,0,165256,0,['Louie Lasky'],['7rbrbt1Gu2542tt3UIVUTB'],1935-02-04,0.8320000000000001,0.45399999999999996,7,-9.984,1,0.0548,0.85,0.00185,0.0739,0.89,111.60700000000001,4,1935,0
2444,6tOije1ORxxxSFvTtKAano,להביא את המכה,20,621000,0,"['Hadag Nahash', 'PR Troopers']","['78u2puZeKJRYIfNHkx2Jdh', '16L1hSw2AOy6c4kA4CTAiR']",2006-01-01,0.40700000000000003,0.736,2,-7.27,1,0.32899999999999996,0.0633,0.000437,0.46399999999999997,0.35200000000000004,93.92399999999999,4,2006,0
2445,051yIUwgzFc5v7ed3SYmTl,I grandi non piangono mai,53,226200,1,['Mr.Rain'],['59MLbXG0jLVwJup3KAd6m1'],2018-01-26,0.695,0.585,1,-8.776,0,0.0759,0.25,0.0,0.106,0.528,85.052,4,2018,0
2446,56dknF9KccE5SPdvgC5jZo,I Want To Give,27,185027,0,['Perry Como'],['5v8jlSmAQfrkTjAlpUfWtu'],1981,0.28600000000000003,0.192,8,-13.232000000000001,1,0.0312,0.872,0.000453,0.174,0.27399999999999997,146.762,3,1981,0
2447,3NkTAlKFz3tec96bk6VsdB,"French Suite No. 4 in E-Flat Major, BWV 815: VII. Gigue",17,114667,0,"['Johann Sebastian Bach', 'Glenn Gould']","['5aIqB5nVVvmFsvSdExz408', '13dkPjqmbcchm8cXjEJQeP']",1973,0.546,0.305,3,-18.399,1,0.0719,0.995,0.898,0.126,0.968,145.215,4,1973,0
2448,4AB5PU0eWSJ5tndvvdYaEZ,Next,28,168507,0,['Scott Walker'],['04tBaW21jyUfeP5iqiKBVq'],1968,0.517,0.5670000000000001,9,-13.868,1,0.0453,0.701,1.09e-05,0.386,0.863,101.491,4,1968,1
2449,6aWveENbCictswnjRi2DLB,Conni tanzt - Teil 08,37,118991,0,['Conni'],['0jRC2uXx4hEpqNrBDJdY7l'],2003-01-01,0.6659999999999999,0.317,0,-17.957,1,0.621,0.9229999999999999,0.0,0.248,0.664,98.212,4,2003,0
2450,5P4DRqlbcy953Xp4Mg7xP9,Shame - Remastered Version,33,267467,0,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']","['0NKDgy9j66h3DLnN8qu1bB', '5MspMQqdVbdwP6ax3GXqum', '7gcCQIlkkfbul5Mt0jBQkg']",1987-11-09,0.6,0.797,2,-6.093,1,0.0322,0.0101,2.75e-05,0.36200000000000004,0.5379999999999999,108.161,4,1987,0
2451,1cjjkfjnZhdpu70ZyZcfH9,"Bill Harte's, Going To The Well For Water (Jig & Slide)",19,154667,0,"[""Stockton's Wing""]",['6Vlt4OutyleV3SfKKLlObr'],1980-01-01,0.547,0.447,2,-10.446,1,0.0417,0.961,0.153,0.0667,0.9520000000000001,130.785,4,1980,0
2452,0NmyHZZMfVBiUSOfDmz9Bf,La ragazza con il cuore di latta,56,222101,0,['Irama'],['5iot8OPcosJN9nCl7I5SdK'],2019-02-08,0.612,0.687,0,-7.093,1,0.182,0.27899999999999997,0.0,0.209,0.305,99.939,4,2019,1
2453,53rkN7z3bKorDSIxDvqXNt,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),64,268794,0,"['Paulo Londra', 'De La Ghetto', 'Justin Quiles']","['3vQ0GE3mI0dAaxIMYe5g7z', '3EiLUeyEcA6fbRPSHkG5kb', '14zUHaJZo1mnYtn6IBRaRP']",2019-05-14,0.86,0.6970000000000001,1,-4.727,1,0.0718,0.102,0.0,0.159,0.586,129.97799999999998,4,2019,1
2454,6JGBf2XfaB1ArPs6B4fVPY,America del Sur,28,180467,0,['Los Gardelitos'],['1WXAndtMSMymA6qMXyvoXV'],1998-05-01,0.599,0.715,7,-8.764,1,0.0328,6.68e-05,1.9699999999999998e-05,0.182,0.695,119.677,4,1998,0
2455,2joKSGkqac0LIwYG9Ghrwq,Si Tu Novio Te Deja Sola,71,243560,1,"['J Balvin', 'Bad Bunny']","['1vyhD5VmyZ7KMfW5gqLgo5', '4q3ewBCX7sLwd24euuV69X']",2017-03-03,0.718,0.46,3,-9.498,0,0.0711,0.519,0.0,0.0981,0.52,121.927,4,2017,1
2456,11EnQRgRMJwMAesfkB5pnu,Se Te Nota (with Guaynaa),85,155825,0,"['Lele Pons', 'Guaynaa']","['6i3DxIlAqnDkwELLw4aVrx', '0BqURncJM5B1BBu7UM51eq']",2020-09-02,0.905,0.6859999999999999,0,-3.1519999999999997,1,0.0664,0.0907,0.0,0.266,0.963,103.01299999999999,4,2020,1
2457,3NTFc1e93EgNvKSUSJ0DSe,Foge De Mim - Ao Vivo,29,247933,0,['Chitãozinho & Xororó'],['7gfkYbxpguEc9bm6m8TpAr'],1991-01-01,0.608,0.46799999999999997,2,-12.81,1,0.028999999999999998,0.5489999999999999,0.0,0.1,0.665,114.083,4,1991,0
2458,3F9jELXFeNufUQq009yB0U,015 - ...wittern ein Geheimnis - Teil 32,27,71880,0,['Fünf Freunde'],['1hD52edfn6aNsK3fb5c2OT'],1981-11-02,0.698,0.473,4,-10.103,1,0.904,0.7829999999999999,0.0,0.626,0.546,106.139,5,1981,0
2459,3qcy9ygzU72F8tUrTHjTRk,Hazan Mevsimi,25,193573,0,['Demet Sağıroğlu'],['1JezmRKWjau6fQtfotfhZY'],1994-10-25,0.6509999999999999,0.373,2,-11.699000000000002,0,0.0368,0.456,0.0,0.0648,0.614,110.04899999999999,4,1994,0
2460,7HqJeVqyErifTOBWpRsFWZ,朝焼け,25,299667,0,['CASIOPEA'],['0lRXEutklZUeNdWIJA1NI0'],1980,0.5529999999999999,0.8320000000000001,4,-7.67,1,0.0385,0.0113,0.8809999999999999,0.11900000000000001,0.78,113.24,4,1980,0
2461,0gx7tGCzaH2gqVOqvrMsNs,Oklahoma!,8,157867,0,['Ray Conniff'],['7LfRnzGM0wRSyS5mmAwJbv'],1959,0.568,0.546,8,-9.74,1,0.0335,0.6779999999999999,0.907,0.29600000000000004,0.81,113.09299999999999,4,1959,0
2462,4aoDoyRhVgrcoxHvqIr0SP,Toreador Karol,12,202000,0,['Lojzo'],['0F2Rp11bhMEtedfjoMh90L'],1985-01-01,0.5589999999999999,0.68,9,-5.757000000000001,1,0.0823,0.0435,0.0,0.752,0.597,126.54299999999999,4,1985,0
2463,7Id0cys4iyvEoH1uPsjv4s,Androru Naal,9,190973,0,"['T. M. Soundararajan', 'P. Susheela']","['4y01WeCT5mNIAYRPjJ4sgj', '0aFGod7DM6b3O5l1AmvFwK']",1958-12-01,0.307,0.455,4,-10.912,1,0.0416,0.9840000000000001,0.00249,0.33799999999999997,0.506,105.84700000000001,4,1958,0
2464,1NCUe90ZCiWTnWn3umrwqw,Vintage,60,177320,0,['NIKI'],['2kxP07DLgs4xlWz8YHlvfh'],2018-05-23,0.7709999999999999,0.816,2,-7.104,1,0.0581,0.0114,0.0009630000000000001,0.33899999999999997,0.43799999999999994,104.958,4,2018,1
2465,1j06ieEC2BOCM0fTmYhn2l,Alone Again,61,262200,0,['Dokken'],['09hNSPPOxDop4FRdr6UEnq'],1984-09-11,0.298,0.612,3,-9.002,0,0.0379,0.0194,9.67e-05,0.0906,0.34299999999999997,156.727,4,1984,1
2466,49JXwERnoFwooE0H0WGTHD,Lhůta záruční,35,201000,0,['Slza'],['0BeixPyuDxNBW6ZOo7YimX'],2014-10-20,0.665,0.8759999999999999,1,-4.345,1,0.0281,0.036000000000000004,0.0,0.14400000000000002,0.644,118.074,4,2014,0
2467,2mt1IqcFyY1zmYZT8Q3xw9,hot girl bummer,86,188344,1,['blackbear'],['2cFrymmkijnjDg9SS92EPM'],2020-08-21,0.782,0.5589999999999999,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.99200000000002,1,2020,1
2468,5PIMWLAX21HEtVsTj6QuOm,It's all over now,17,242333,0,"['Charles et Les Lulus', 'Arno']","['4EKSK96q3yZLkUv6eyrnJY', '0pJz4IBnZkfgJFTrqBl3ZQ']",1991-05-01,0.65,0.406,4,-16.062,1,0.0465,0.657,2.57e-06,0.0726,0.7070000000000001,109.719,4,1991,0
2469,2A3iSYzMwucuqcRTzAgI2U,Kuolemajärvi,26,321653,0,['Kotiteollisuus'],['0r9Q7acXxkDPoqfRfAb9Aw'],2007-01-01,0.373,0.769,6,-5.06,1,0.0345,6.03e-06,0.895,0.0837,0.401,89.99700000000001,4,2007,0
2470,5gU7hU0thZnquZ62hQlkRS,We Let the Stars Go,21,215933,0,['Prefab Sprout'],['4w3QqrcmBv8dasemwBXmxf'],1983,0.47,0.478,7,-10.146,1,0.0354,0.38299999999999995,0.0,0.126,0.508,184.317,3,1983,0
2471,1tNJrcVe6gwLEiZCtprs1u,3 Nights,80,177667,0,['Dominic Fike'],['6USv9qhCn6zfxlBQIYJ9qs'],2018-10-16,0.815,0.518,7,-6.593999999999999,0,0.0897,0.223,0.0,0.10400000000000001,0.877,151.891,4,2018,1
2472,4qB9e24mvDa5rG93OnmiC8,Praying To A God - LUKE Remix,65,194790,0,"['Mr. Probz', 'LUKE']","['33W1pnW9zScZtYTnAoWnOT', '62UVstnXABkMVliAl26MsU']",2019-03-01,0.8390000000000001,0.621,3,-8.01,1,0.0463,0.156,2.7899999999999997e-05,0.11900000000000001,0.20800000000000002,120.009,4,2019,0
2473,5aXgz1oKK8Q9z9xvTmSnrO,Topanga,73,215364,1,['Trippie Redd'],['6Xgp2XMz1fhVYe7i6yNAax'],2018-11-09,0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,4,2018,1
2474,1tLXbZbKGqMvvpdHQzlZeK,Spilafíkinn,5,191704,0,['Búdrýgindi'],['66Bsf2xofURUqqWx73veLH'],2002,0.4,0.9890000000000001,3,-2.2680000000000002,0,0.0861,0.0241,0.00471,0.32799999999999996,0.33299999999999996,102.363,4,2002,0
2475,2WlZuBDgLfT7Kc0admhFdg,BRABA,70,129782,0,['Luísa Sonza'],['4PzYKhC14sTJNEr0dzoo0d'],2020-03-18,0.8109999999999999,0.6890000000000001,0,-5.113,0,0.0615,0.18100000000000002,2.55e-05,0.0784,0.6629999999999999,144.015,4,2020,1
2476,48Skue0alwKL40JO5CA3iF,"A Night In Tunisia - Live At Birdland, New York/1954",10,560960,0,"['Art Blakey Quintet', 'Clifford Brown']","['180iCL28IiUTkC6epvZfYI', '1HJHwWck1EY096ea2iPAHO']",1954-01-01,0.45399999999999996,0.655,5,-8.603,0,0.057,0.5379999999999999,0.0376,0.9329999999999999,0.638,95.46700000000001,4,1954,0
2477,3GtaFJ4Zx7TEBU8yUXtdOx,Lemon,51,416533,0,['U2'],['51Blml2LZPmy7TTiAg47vQ'],1993-07-05,0.616,0.645,6,-14.77,1,0.0348,0.0043100000000000005,0.0107,0.0409,0.32799999999999996,116.146,4,1993,1
2478,4frNT1Vw4MbKbS1ngKodkv,Espaçosa Demais - Ao Vivo,63,179100,0,['Felipe Araújo'],['47uyFQHOD02S0lj9ptRpoB'],2019-01-17,0.6759999999999999,0.888,10,-3.658,1,0.0783,0.375,0.0,0.231,0.711,160.034,4,2019,0
2479,7KYsLMpHzLgOsrDjR5BqfR,Väsyneet maan - Live,26,296747,0,['Juha Tapio'],['7yD78gcA2QR0sRQM4Lj7sM'],2009-09-21,0.441,0.465,4,-7.9639999999999995,0,0.0271,0.69,1.13e-06,0.376,0.122,125.611,4,2009,0
2480,1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),80,189487,1,"['A Boogie Wit da Hoodie', '6ix9ine']","['31W5EY0aAly4Qieq6OFu6I', '7gZfnEnfiaHzxARJ2LeXrf']",2018-12-21,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,4,2018,1
2481,6y2Kaz9QI01XBKJ8mTb7Pf,Skin,70,239627,0,"[""Rag'n'Bone Man""]",['4f9iBmdUOhQWeP7dcAn1pf'],2017-02-10,0.564,0.745,0,-7.733,1,0.31,0.265,0.0,0.147,0.35100000000000003,170.66099999999997,4,2017,1
2482,5xIODxqlpUnRVA9ewZUCug,Harami,57,182522,1,['Samra'],['6h1s4i4XKIYv4ErDelLDN0'],2019-04-05,0.645,0.774,6,-4.8389999999999995,0,0.344,0.23600000000000002,0.0,0.128,0.635,86.69200000000001,4,2019,1
2483,6VOJTcrzaFo9IDo4acFbjP,Jamie,19,145107,0,['Eddie Holland'],['2BgyJtxoixkegtJX6HqT4w'],1962-01-01,0.6709999999999999,0.6809999999999999,3,-7.726,1,0.0482,0.612,0.0,0.27,0.866,121.749,4,1962,0
2484,6bs9zxCTiAzYXsE7dEBrF5,Try Me,34,154467,0,['James Brown'],['7GaxyUddsPok8BuhxN6OUW'],1959,0.664,0.342,0,-10.876,1,0.0294,0.831,0.0,0.205,0.7040000000000001,100.792,3,1959,1
2485,6A687ER8FMi5a95VWGtx3h,港のように,8,171320,0,['Saori Minami'],['4Q1uC5VlYJw6cnl37BkGS3'],1973,0.424,0.198,2,-10.755,1,0.0281,0.8270000000000001,0.0,0.11199999999999999,0.184,87.564,4,1973,0
2486,4LmAnpjlhWTahvRkYR8xJa,X (with 2 Chainz & Saudi),69,267427,1,"['ScHoolboy Q', '2 Chainz', 'Saudi']","['5IcR3N7QB1j6KBL8eImZ8m', '17lzZA2AlOHwCwFALHttmp', '37Qsf5KCKljH7mL134xp4k']",2018-02-09,0.768,0.47100000000000003,2,-8.406,1,0.259,0.0201,0.0,0.268,0.405,131.023,4,2018,1
2487,3IT9Bq0cEtq8MRly1Pto2E,To nic kiedy plyna lzy,30,213600,0,['Sasha Strunin'],['6V7ai89B4kipErCLjSdSHI'],2008-11-03,0.34700000000000003,0.845,6,-5.3660000000000005,1,0.0759,0.0209,0.0,0.6940000000000001,0.568,167.989,4,2008,0
2488,7zVCrzzEJU7u24sbJPXA5W,What Ifs (feat. Lauren Alaina),74,188253,0,"['Kane Brown', 'Lauren Alaina']","['3oSJ7TBVCWMDMiYjXNiCKE', '1v3tdpIdBSW14rHUfiEVOv']",2016-12-02,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,4,2016,1
2489,5n9NAd0Y5OUeOGU0nVtLua,Chang,59,314367,1,['PNL'],['3NH8t45zOTqzlZgBvZRjvB'],2019-04-05,0.745,0.456,8,-9.482000000000001,1,0.0874,0.44,0.0,0.07200000000000001,0.124,94.03200000000001,4,2019,1
2490,0jtpMDKSkMQ0WZ5e8l7iX4,Lil Darlin',34,245013,0,['Kai Winding'],['1kYYk4lJ7ZWbyy3zDYOl6h'],1961,0.426,0.0178,4,-29.622,0,0.0563,0.9790000000000001,0.56,0.11900000000000001,0.222,184.112,3,1961,0
2491,15k1TDabqSEmyXOwMq9RM7,Investe Em Mim,80,186533,0,['Jonas Esticado'],['22jNvLBrXGKr4CcV2tw8Ag'],2019-12-13,0.632,0.953,9,-1.2830000000000001,1,0.0325,0.317,0.0,0.125,0.7979999999999999,160.061,4,2019,1
2492,5ytAaSXRxTVUbAII3Pe46D,Polityka,14,143573,0,['Defekt Muzgó'],['435h4EO5NUAnnA2t7bSFJs'],1992,0.252,0.94,11,-4.691,0,0.11199999999999999,6.28e-05,0.0,0.28800000000000003,0.485,174.28400000000002,4,1992,0
2493,5amsQ2KEQYeDXRbK6q9Jsu,Turistit tuppukylään,2,183853,0,['Juha Vainio'],['4Hqo0LI6ibbjWwRuJtBsrQ'],1965,0.501,0.653,0,-7.836,0,0.0366,0.319,0.0,0.304,0.951,103.76100000000001,4,1965,0
2494,5VNmPHUweiy99aprJMIyzT,Solo Traigo Mi Ritmo,30,227360,0,['Chayanne'],['1JbemQ1fPt2YmSLjAFhPBv'],1996-01-01,0.732,0.965,4,-5.577999999999999,0,0.0982,0.0050100000000000006,0.000391,0.0219,0.696,131.135,4,1996,0
2495,0k0vFacOHNuArLWMiH60p7,Tell Me Why (Taylor’s Version),77,200576,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],2021-04-09,0.578,0.909,7,-3.6689999999999996,1,0.0628,0.0222,0.0,0.33299999999999996,0.541,100.023,4,2021,1
2496,7iioO9fxpUi4YbatKKGQWS,Gusanito De Pujilí,23,172680,0,['RoCola Bacalao'],['3JMYpLDcwE6xq3GxMcjlkn'],2006-01-01,0.562,0.878,2,-6.46,1,0.0505,0.00878,0.000727,0.106,0.862,186.00799999999998,4,2006,0
2497,4v9WbaxW8HdjqfUiWYWsII,"Merry Christmas, Happy Holidays",47,255307,0,['*NSYNC'],['6Ff53KvcvAj5U7Z1vojB5o'],1998-10-30,0.643,0.9390000000000001,5,-3.967,1,0.0463,0.10400000000000001,0.0,0.8809999999999999,0.7559999999999999,104.999,4,1998,1
2498,3leKUHrZjX3tYzcFoHaO3i,Flor de Belleza - Remasterizado,0,202000,0,"['Francisco Canaro', 'Charlo']","['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1931-12-11,0.847,0.382,7,-7.6579999999999995,1,0.156,0.993,0.00018700000000000002,0.24,0.8320000000000001,121.255,4,1931,0
2499,4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),83,220488,1,"['Drake', 'Giveon']","['3TVXtAsR1Inumwj472S9r4', '4fxd5Ee7UefO4CUXgwJ7IP']",2020-05-01,0.735,0.449,10,-7.507000000000001,1,0.34700000000000003,0.629,0.0,0.113,0.0397,122.947,4,2020,1
2500,5EGWLtIZ5M1g1nU1SdQ5PY,Johnny Ryall,43,181480,0,['Beastie Boys'],['03r4iKL2g2442PT9n2UKsx'],1989-07-25,0.884,0.615,2,-11.757,1,0.185,0.0666,0.0,0.0698,0.677,97.26299999999999,4,1989,0
2501,3hnRbKie2CrjJmpAd30JlD,Eraser,45,266520,0,['Hypocrisy'],['73UIalJYgktSi7qQFV53Qv'],2004-02-16,0.429,0.951,7,-4.971,1,0.0581,0.000379,0.46799999999999997,0.11599999999999999,0.183,100.01,4,2004,1
2502,0sx7AZShMnWNIaywZWm43h,"Concerto for Violin & Cello in A Minor, Op. 102: III. Vivace non troppo",0,451600,0,"['Johannes Brahms', 'Arturo Toscanini']","['5wTAi7QkpP6kp8a54lmTOq', '4xpgBZSojKNEQqQHXrwSXA']",1952,0.309,0.188,9,-13.174000000000001,0,0.0355,0.866,0.518,0.28800000000000003,0.39799999999999996,95.39200000000001,4,1952,0
2503,1nYeVF5vIBxMxfPoL0SIWg,Hallucinate,76,208505,0,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],2020-03-27,0.627,0.69,10,-5.396,0,0.139,0.033,0.0,0.0742,0.627,122.053,4,2020,1
2504,1DXCKvUwlBAZJf9TuQweQb,Bad Timing - Remastered 2012 version,46,309973,0,['Blue Rodeo'],['4M1fxLs3K8DkyCaTEpdfo0'],1993-10-26,0.5760000000000001,0.41100000000000003,9,-8.158,1,0.0266,0.474,3.3e-06,0.109,0.406,147.494,4,1993,0
2505,5TXDeTFVRVY7Cvt0Dw4vWW,Revenge,78,120027,1,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],2017-08-25,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,4,2017,1
2506,1V8XneTrX6kKeoxYbk4x6h,Hablamos Mañana,72,240253,0,"['Bad Bunny', 'Duki', 'Pablo Chill-E']","['4q3ewBCX7sLwd24euuV69X', '1bAftSH8umNcGZ0uyV7LMg', '2XcZshqzPKm3iZcmt73R8D']",2020-02-28,0.6829999999999999,0.677,1,-4.496,1,0.0469,0.0869,0.0,0.0998,0.514,156.019,4,2020,1
2507,0A6LFxKbCps3m3vrs4Np5V,Под гипнозом,57,208696,0,['Artik & Asti'],['4ywf1iH1ruKEcfpCgfJvyA'],2019-03-29,0.774,0.735,1,-5.07,0,0.149,0.254,4.47e-06,0.256,0.287,115.023,4,2019,0
2508,0uuMPuoEPLKzIRWqR81zXh,Då skulle ni hört Bernhard Jansson då,32,216067,0,"['Astrid Lindgren', 'Pippi Långstrump']","['3MDsnjqnEd5TJaYsuacX1I', '7bb7LMk1Jzrvxr1U9r9uvx']",1970-01-01,0.602,0.26899999999999996,7,-8.957,1,0.611,0.8590000000000001,0.0,0.1,0.441,69.686,4,1970,0
2509,5JqZ3oqF00jkT81foAFvqg,Prisoner (feat. Dua Lipa),87,169333,0,"['Miley Cyrus', 'Dua Lipa']","['5YGY8feqx7naU7z4HrwZM6', '6M2wZ9GZgrQXHCFfjv46we']",2020-11-20,0.7809999999999999,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,4,2020,1
2510,5cdPjDN2q8N5mMRWOe4r6E,Chand Mera Dil Chandni Ho Tum - Medley,24,629261,0,['Mohammed Rafi'],['0gXDpqwYNDODn7fB0RDN8J'],1977-08-25,0.478,0.488,4,-11.297,0,0.0491,0.648,4.6200000000000005e-05,0.147,0.665,134.752,4,1977,0
2511,3EfugazgSddQvzZpkof5I4,Ciao Adios,62,200105,0,['Anne-Marie'],['1zNqDE7qDGCsyzJwohVaoX'],2017-02-10,0.698,0.882,4,-3.0780000000000003,0,0.0863,0.127,0.0,0.15,0.445,106.083,4,2017,1
2512,19a3JfW8BQwqHWUMbcqSx8,Famous,74,196040,1,['Kanye West'],['5K4W6rqBFWDnAN6FQUkS6x'],2016-06-10,0.465,0.735,6,-3.715,1,0.11699999999999999,0.0711,0.0,0.0975,0.409,173.935,4,2016,1
2513,5itOtNx0WxtJmi1TQ3RuRd,Giant (with Rag'n'Bone Man),78,229184,0,"['Calvin Harris', ""Rag'n'Bone Man""]","['7CajNmpbOovFoOoasH2HaY', '4f9iBmdUOhQWeP7dcAn1pf']",2019-01-11,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,4,2019,1
2514,4AAM5vgdsGOpGdhYP2pOZ1,Sana'y Malaman Mo,34,259709,0,['OJ Mariano'],['2upiPAdo6THtRqkDCvS0nO'],2009-01-01,0.617,0.455,11,-8.161,1,0.0296,0.595,1.65e-06,0.11699999999999999,0.141,123.904,4,2009,0
2515,7CdCVEO4mr099MFWpJubvX,Poltergeist Activity 2002,2,596571,0,['E-Mantra'],['2E0kgEPDzzNtzXFOUPNCYV'],2020-09-15,0.561,0.9790000000000001,4,-10.154,0,0.0465,0.00037400000000000004,0.934,0.38799999999999996,0.0639,144.974,4,2020,0
2516,5tGZaAGbYTMj0SfMsFBRBo,"Is Chicago, Is Not Chicago",38,228507,0,['Soul Coughing'],['5TOosZsVbwb5O1BOFdcLmw'],1994-09-20,0.608,0.7759999999999999,4,-12.088,0,0.0779,0.107,0.0144,0.064,0.259,101.979,4,1994,0
2517,1VTAoiD7ocjazn4fXXejlp,"Musafir Hoon Yaron, Pt. 1",13,280120,0,['Kishore Kumar'],['0GF4shudTAFv8ak9eWdd4Y'],1972-12-01,0.327,0.614,5,-6.891,1,0.0364,0.39799999999999996,8.809999999999999e-05,0.278,0.442,96.522,4,1972,0
2518,1kMUGCt7XLDc5Q64Vl0H8S,Bellacoso,69,257865,1,"['Residente', 'Bad Bunny']","['5GcWBUX00IPuWVGMIRK1sS', '4q3ewBCX7sLwd24euuV69X']",2019-07-26,0.774,0.851,11,-2.795,0,0.255,0.0651,0.0,0.0568,0.695,180.08599999999998,4,2019,1
2519,2X9fsxb6O6bYEopJYmUbNC,Gold,64,231480,0,['Spandau Ballet'],['2urZrEdsq72kx0UzfYN8Yv'],2000-05-15,0.711,0.74,10,-7.776,0,0.0361,0.258,0.0111,0.10400000000000001,0.639,143.053,4,2000,1
2520,7MXgrcOQAJ5VwSNUL0lDd3,Blinding Lights (with ROSALÍA) - Remix,70,216123,0,"['The Weeknd', 'ROSALÍA']","['1Xyo4u8uXC1ZmMpatF05PJ', '7ltDVBr6mKbRvohxheJ9h1']",2020-12-04,0.49,0.6940000000000001,5,-5.792999999999999,0,0.0618,0.0133,4.6200000000000005e-05,0.0946,0.249,170.903,4,2020,1
