Rank,Track,Artist,Streams,Link,Week,Album_Name,Duration_MS,Explicit,Track_Number_on_Album,Artist_Followers,Artist_Genres
75,Camelot,NLE Choppa,7093301,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,2019-09-20,Camelot,148759,True,1,2975108,['memphis hip hop']
76,The Man,Taylor Swift,7053274,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70,2019-09-20,Lover,190360,False,4,38902703,"['pop', 'post-teen pop']"
77,SICKO MODE,Travis Scott,7024781,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019-09-20,ASTROWORLD,312820,True,3,16143636,"['rap', 'slap house']"
78,Bohemian Rhapsody - Remastered 2011,Queen,7008955,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2019-09-20,A Night At The Opera (2011 Remaster),354320,False,11,33527593,"['classic rock', 'glam rock', 'rock']"
79,rockstar (feat. 21 Savage),Post Malone,6974072,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019-09-20,beerbongs & bentleys,218146,True,6,32192178,"['dfw rap', 'melodic rap', 'rap']"
80,Ride It,Regard,6932544,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2019-09-20,Ride It,157605,False,1,130667,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']"
81,Baby (Lil Baby feat. DaBaby),Quality Control,6908413,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,2019-09-20,Quality Control: Control The Streets Volume 2,142417,True,3,782816,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']"
82,Did It Again,Lil Tecca,6884163,https://open.spotify.com/track/6alCTRgBPoeAFi2N4il9Q4,2019-09-20,We Love You Tecca,116240,True,4,3565561,"['melodic rap', 'rap', 'trap']"
83,Eastside (with Halsey & Khalid),benny blanco,6812290,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019-09-20,FRIENDS KEEP SECRETS,170769,False,1,763866,"['electropop', 'pop', 'pop rap']"
84,Myself,Post Malone,6796490,https://open.spotify.com/track/2cvOfKHOHgwQlLiuLKP2xR,2019-09-20,Hollywood's Bleeding,158120,True,15,32192178,"['dfw rap', 'melodic rap', 'rap']"
85,Dancing With A Stranger (with Normani),Sam Smith,6790212,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-09-20,Dancing With A Stranger (with Normani),171029,False,1,16161094,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
86,3 Nights,Dominic Fike,6718849,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,2019-09-20,"Don't Forget About Me, Demos",177666,False,1,507800,"['alternative pop rock', 'pop']"
87,Otro Trago,Sech,6675311,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-09-20,Sueños,225933,True,3,7878088,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']"
88,"thank u, next",Ariana Grande,6665351,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019-09-20,"thank u, next",207320,True,11,61390454,"['pop', 'post-teen pop']"
89,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,6641132,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,2019-09-20,Lover,193000,False,16,38902703,"['pop', 'post-teen pop']"
90,223's (feat. 9lokknine),YNW Melly,6630968,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI,2019-09-20,223's (feat. 9lokknine),176640,True,1,5851010,"['melodic rap', 'trap']"
91,Goteo,Duki,6625076,https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B,2019-09-20,Goteo,164457,False,1,3965777,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']"
92,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dímelo Flow,6601251,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL,2019-09-20,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",233112,False,1,220600,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
93,Si Se Da - Remix,Myke Towers,6591040,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD,2019-09-20,Si Se da Remix,332240,True,1,5021092,['trap latino']
94,Que Calor (with J Balvin & El Alfa),Major Lazer,6585424,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3,2019-09-20,Que Calor (with J Balvin & El Alfa),169997,False,1,6184098,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap']"
95,Suge,DaBaby,6527165,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2019-09-20,Baby On Baby,163320,True,2,6512324,"['north carolina hip hop', 'rap']"
96,Calma - Remix,Pedro Capó,6502791,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-09-20,Calma (Remix),238200,False,1,1325584,"['latin', 'latin pop', 'puerto rican pop']"
97,Old Town Road,Lil Nas X,6497913,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH,2019-09-20,7 EP,113000,False,8,4587823,"['country rap', 'lgbtq+ hip hop', 'pop rap', 'queer country']"
98,Believer,Imagine Dragons,6482046,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2019-09-20,Evolve,204346,False,4,33692509,"['modern rock', 'rock']"
99,Sweet but Psycho,Ava Max,6462817,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019-09-20,Sweet but Psycho,187436,False,1,3294905,"['dance pop', 'pop']"
100,Love Me,Lil Tecca,6448326,https://open.spotify.com/track/3TLwAp3uX1nKsVxrDhNPOL,2019-09-20,We Love You Tecca,117013,True,12,3565561,"['melodic rap', 'rap', 'trap']"
101,Panini - DaBaby Remix,Lil Nas X,6447178,https://open.spotify.com/track/4SDgTLDYrJ2UrHbkRkg7MD,2019-09-20,Panini,151040,False,1,4587823,"['country rap', 'lgbtq+ hip hop', 'pop rap', 'queer country']"
102,Never Really Over,Katy Perry,6445094,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,2019-09-20,Never Really Over,223523,False,1,18037975,"['dance pop', 'pop', 'post-teen pop']"
103,Roller,Apache 207,6400175,https://open.spotify.com/track/5dhQeuLGmlhfwlI6BWfSpo,2019-09-20,Roller,158853,True,1,1554532,['german hip hop']
104,Ransom (with Juice WRLD) - Remix,Lil Tecca,6378076,https://open.spotify.com/track/0DZJACISivjWjscIp5Kg1q,2019-09-20,We Love You Tecca,171226,True,17,3565561,"['melodic rap', 'rap', 'trap']"
105,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,6316624,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk,2019-09-20,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),199427,True,1,3963838,"['houston rap', 'pop', 'pop rap', 'trap queen']"
106,Instagram,Dimitri Vegas & Like Mike,6288403,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S,2019-09-20,Instagram,184558,True,1,3003563,"['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']"
107,Bad Bad Bad (feat. Lil Baby),Young Thug,6247113,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,2019-09-20,So Much Fun,149040,True,7,6110874,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']"
108,Better Now,Post Malone,6165890,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019-09-20,beerbongs & bentleys,231266,True,9,32192178,"['dfw rap', 'melodic rap', 'rap']"
109,Shape of You,Ed Sheeran,6139098,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2019-09-20,÷ (Deluxe),233712,False,4,78967872,"['pop', 'uk pop']"
110,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,6134544,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,2019-09-20,No.6 Collaborations Project,204466,False,2,78967872,"['pop', 'uk pop']"
111,I Know,Post Malone,6125747,https://open.spotify.com/track/6b2mfHMqWCA74XmUuVJm8r,2019-09-20,Hollywood's Bleeding,141413,True,16,32192178,"['dfw rap', 'melodic rap', 'rap']"
112,Verte Ir,DJ Luian,6099363,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019-09-20,Verte Ir,267500,False,1,966950,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
113,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,6033087,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo,2019-09-20,Perfect Ten,174100,True,4,847305,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
114,Te Robaré,Nicky Jam,6026501,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019-09-20,Te Robaré,201818,False,1,14294286,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']"
115,Pop Out (feat. Lil Tjay),Polo G,5957139,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,2019-09-20,Die A Legend,166560,True,5,3685413,['chicago rap']
116,Rescue Me,OneRepublic,5951408,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,2019-09-20,Rescue Me,158899,False,1,11648310,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rock', 'post-teen pop']"
117,Let Me Down Slowly,Alec Benjamin,5838959,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019-09-20,Narrated For You,169353,False,4,2590985,"['alt z', 'electropop', 'pop']"
118,Baila Conmigo (feat. Kelly Ruiz),Dayvi,5829318,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,2019-09-20,Baila Conmigo (feat. Kelly Ruiz),189817,False,1,42800,"['circuit', 'guaracha']"
119,Girls Like You (feat. Cardi B),Maroon 5,5778738,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019-09-20,Red Pill Blues (Deluxe),235545,True,22,30323494,"['pop', 'pop rock']"
120,comethru,Jeremy Zucker,5772840,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2019-09-20,"summer,",181613,False,1,1561712,"['alt z', 'electropop', 'pop', 'post-teen pop']"
121,Youngblood,5 Seconds of Summer,5748442,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2019-09-20,Youngblood (Deluxe),203417,False,1,7382514,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
122,Lucid Dreams,Juice WRLD,5734134,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2019-09-20,Goodbye & Good Riddance,239835,True,3,17022072,"['chicago rap', 'melodic rap']"
123,bury a friend,Billie Eilish,5709522,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,2019-09-20,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",193143,False,10,41852475,"['electropop', 'pop']"
124,Don't Call Me Up,Mabel,5698147,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-09-20,Ivy To Roses (Mixtape),178480,False,1,1266466,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
125,Say You Won't Let Go,James Arthur,5690286,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019-09-20,Back from the Edge,211466,False,2,7893527,"['pop', 'post-teen pop', 'talent show', 'uk pop']"
126,Internet,Post Malone,5667440,https://open.spotify.com/track/0KAzP1Rbp0Vz5pw8i1KDDI,2019-09-20,Hollywood's Bleeding,123386,True,13,32192178,"['dfw rap', 'melodic rap', 'rap']"
127,Te Quemaste,Manuel Turizo,5658975,https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC,2019-09-20,ADN,199090,False,15,7270112,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'tropical']"
128,goosebumps,Travis Scott,5649399,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2019-09-20,Birds In The Trap Sing McKnight,243836,True,9,16143636,"['rap', 'slap house']"
129,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,5641035,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA,2019-09-20,The Martin Garrix Experience,163804,True,1,14595128,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']"
130,Better,Khalid,5635807,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2019-09-20,Suncity,229320,False,6,13736355,"['alternative r&b', 'pop']"
131,Cuaderno,Dalex,5627666,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6,2019-09-20,Climaxxx,286506,True,3,3343819,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']"
132,Cruel Summer,Taylor Swift,5609070,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,2019-09-20,Lover,178426,False,2,38902703,"['pop', 'post-teen pop']"
133,all the good girls go to hell,Billie Eilish,5605595,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,2019-09-20,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",168839,False,5,41852475,"['electropop', 'pop']"
134,Genick,Loredana,5597608,https://open.spotify.com/track/1AGjF8pckOxTGeb5zubyqH,2019-09-20,KING LORI,205234,False,11,1052482,"['frauenrap', 'german hip hop', 'german pop', 'kosovan pop', 'romanian pop']"
135,High Hopes,Panic! At The Disco,5589672,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019-09-20,Pray for the Wicked,190946,False,4,10637557,"['baroque pop', 'emo', 'modern rock']"
136,Kein Plan,Loredana,5574032,https://open.spotify.com/track/2d3WpbJFBND2vwMJyULdfU,2019-09-20,KING LORI,155017,False,9,1052482,"['frauenrap', 'german hip hop', 'german pop', 'kosovan pop', 'romanian pop']"
137,Only Human,Jonas Brothers,5564246,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,2019-09-20,Happiness Begins,183000,False,3,5155098,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']"
138,Be Alright,Dean Lewis,5561937,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,2019-09-20,A Place We Knew,196493,True,6,1577452,"['alt z', 'australian pop', 'indie cafe pop', 'pop', 'pop rock', 'post-teen pop']"
139,Perfect,Ed Sheeran,5561256,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2019-09-20,÷ (Deluxe),263400,False,5,78967872,"['pop', 'uk pop']"
140,bad guy (with Justin Bieber),Billie Eilish,5552640,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT,2019-09-20,bad guy (with Justin Bieber),194839,False,1,41852475,"['electropop', 'pop']"
141,Tal Vez,Paulo Londra,5515999,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-09-20,Homerun,263899,False,2,12459929,"['argentine hip hop', 'reggaeton', 'trap argentino', 'trap latino']"
142,I Like Me Better,Lauv,5514413,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019-09-20,I met you when I was 18. (the playlist),197436,False,1,4160159,"['electropop', 'pop', 'post-teen pop']"
143,Pa Mí - Remix,Dalex,5457018,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-09-20,Climaxxx,360960,True,14,3343819,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']"
144,Indeciso,Reik,5439222,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14,2019-09-20,Indeciso,217253,False,1,5688366,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
145,Call You Mine,The Chainsmokers,5420677,https://open.spotify.com/track/1SNiXDwSilLujcYdvfqVpT,2019-09-20,World War Joy...Takeaway,217653,False,2,17742887,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
146,MIDDLE CHILD,J. Cole,5338454,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019-09-20,MIDDLE CHILD,213593,True,1,13078853,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
147,SAD!,XXXTENTACION,5328461,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019-09-20,?,166605,True,4,26792113,"['emo rap', 'miami hip hop']"
148,F.N,Lil Tjay,5300065,https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x,2019-09-20,F.N,224000,True,1,2907601,"['brooklyn drill', 'melodic rap', 'nyc rap']"
149,2002,Anne-Marie,5267238,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2019-09-20,Speak Your Mind (Deluxe),186986,False,10,7531624,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
150,SOS (feat. Aloe Blacc),Avicii,5251745,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,2019-09-20,TIM,157202,False,3,19551600,"['dance pop', 'edm', 'pop', 'pop dance']"
151,Runaway,Sebastian Yatra,5236780,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,2019-09-20,Runaway,200693,False,1,15179820,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
152,Don't Stop Me Now - Remastered 2011,Queen,5147606,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2019-09-20,Jazz (2011 Remaster),209413,False,12,33527593,"['classic rock', 'glam rock', 'rock']"
153,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,5116038,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY,2019-09-20,Carte Blanche,212500,True,11,7312319,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']"
154,The Git Up,Blanco Brown,5116001,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm,2019-09-20,The Git Up,200593,False,1,118122,['country rap']
155,Atrévete,Nicky Jam,5101613,https://open.spotify.com/track/3KekO5WUfJsh7kYU9o2w50,2019-09-20,Atrévete,198320,False,1,14294286,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']"
156,i'm so tired...,Lauv,5080924,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-09-20,i'm so tired...,162582,False,1,4160159,"['electropop', 'pop', 'post-teen pop']"
157,Right Back (feat. A Boogie Wit Da Hoodie),Khalid,5080678,https://open.spotify.com/track/6PYnUsNEpYC7A4BS2sjw3L,2019-09-20,Right Back (feat. A Boogie Wit Da Hoodie),254999,False,1,13736355,"['alternative r&b', 'pop']"
158,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,5079680,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS,2019-09-20,Shotta Flow (Feat. Blueface) [Remix],176631,True,1,2975108,['memphis hip hop']
159,Be Honest (feat. Burna Boy),Jorja Smith,5055540,https://open.spotify.com/track/5pAbCxt9e3f81lOmjIXwzd,2019-09-20,Be Honest (feat. Burna Boy),207030,False,1,2063820,"['alternative r&b', 'dance pop', 'pop', 'r&b', 'uk contemporary r&b']"
160,Going Bad (feat. Drake),Meek Mill,5053710,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2019-09-20,Championships,180522,True,9,4972777,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
161,Moonlight,XXXTENTACION,5021188,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2019-09-20,?,135090,True,3,26792113,"['emo rap', 'miami hip hop']"
162,Mood Swings,A Boogie Wit da Hoodie,5003703,https://open.spotify.com/track/2xE16muNCmhZwSOv3i1d1H,2019-09-20,Mood Swings,156960,True,1,5636291,"['melodic rap', 'pop rap', 'rap', 'trap']"
163,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,4982128,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6,2019-09-20,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) [Remix]",258600,False,1,2668090,"['latin', 'reggaeton', 'trap latino']"
164,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,4980325,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019-09-20,Hoodie SZN,189486,True,4,5636291,"['melodic rap', 'pop rap', 'rap', 'trap']"
165,Boy With Luv (feat. Halsey),BTS,4975910,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019-09-20,MAP OF THE SOUL : PERSONA,229773,False,2,31673242,"['k-pop', 'k-pop boy group']"
166,HP,Maluma,4935609,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019-09-20,11:11,184435,True,2,25103199,"['latin', 'reggaeton', 'reggaeton colombiano']"
167,"break up with your girlfriend, i'm bored",Ariana Grande,4914927,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019-09-20,"thank u, next",190440,True,12,61390454,"['pop', 'post-teen pop']"
168,Thunder,Imagine Dragons,4883785,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2019-09-20,Evolve,187146,False,10,33692509,"['modern rock', 'rock']"
169,La Boca - Remix,Mau y Ricky,4858337,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,2019-09-20,La Boca (Remix),188467,False,1,3078069,"['latin', 'latin pop', 'pop venezolano', 'reggaeton', 'trap latino']"
170,Another One Bites The Dust - Remastered 2011,Queen,4856947,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2019-09-20,The Game (2011 Remaster),214653,False,3,33527593,"['classic rock', 'glam rock', 'rock']"
171,Too Good At Goodbyes,Sam Smith,4828353,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2019-09-20,The Thrill Of It All (Special Edition),201000,False,1,16161094,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
172,Si Supieras,Daddy Yankee,4826768,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,2019-09-20,Si Supieras,241880,False,1,22851422,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']"
173,I Forgot That You Existed,Taylor Swift,4759568,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN,2019-09-20,Lover,170640,False,1,38902703,"['pop', 'post-teen pop']"
174,In My Mind,Dynoro,4722973,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019-09-20,In My Mind,184560,False,1,221812,"['edm', 'pop dance', 'tropical house']"
175,So Am I,Ava Max,4702962,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,2019-09-20,So Am I,183026,False,1,3294905,"['dance pop', 'pop']"
176,All Around The World (La La La),R3HAB,4693132,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp,2019-09-20,All Around The World (La La La),147840,False,1,2174897,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']"
177,Here With Me,Marshmello,4688995,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,2019-09-20,Here With Me,156346,False,1,30270515,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']"
178,Mad Love,Mabel,4686130,https://open.spotify.com/track/0Zp10WiPeEi6EUJZvWcNT9,2019-09-20,High Expectations,169813,False,8,1266466,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
179,Que Mas Pues - Remix,Sech,4677383,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2019-09-20,Sueños,305962,True,9,7878088,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']"
180,Bruises,Lewis Capaldi,4648594,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,2019-09-20,Divinely Uninspired To A Hellish Extent,220492,False,2,7561393,"['pop', 'uk pop']"
181,MIA (feat. Drake),Bad Bunny,4643168,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019-09-20,MIA (feat. Drake),210367,False,1,32304467,"['latin', 'reggaeton', 'trap latino']"
182,BUTTERFLY EFFECT,Travis Scott,4642788,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4,2019-09-20,ASTROWORLD,190557,False,15,16143636,"['rap', 'slap house']"
183,EARFQUAKE,"Tyler, The Creator",4601263,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,2019-09-20,IGOR,190066,True,2,6130865,"['hip hop', 'rap']"
184,God's Plan,Drake,4596435,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2019-09-20,Scorpion,198973,True,5,54405324,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
185,Havana (feat. Young Thug),Camila Cabello,4592481,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2019-09-20,Camila,217306,False,4,21110469,"['dance pop', 'electropop', 'pop', 'post-teen pop']"
186,All of Me,John Legend,4592363,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,2019-09-20,Love In The Future (Expanded Edition),269560,False,6,5613220,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']"
187,Jocelyn Flores,XXXTENTACION,4557097,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2019-09-20,17,119133,True,2,26792113,"['emo rap', 'miami hip hop']"
188,CANGURO,WOS,4530050,https://open.spotify.com/track/4wyNKAZe82BNlp2lHiR1FX,2019-09-20,CANGURO,196745,True,1,1880446,"['argentine indie', 'trap argentino']"
189,Babushka Boi,A$AP Rocky,4528938,https://open.spotify.com/track/643PW82aBMUa1FiWi5VQY7,2019-09-20,Babushka Boi,187105,True,1,9033530,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
190,"Go Loko (feat. Tyga, Jon Z)",YG,4518341,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD,2019-09-20,4REAL 4REAL,299226,True,4,2567231,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
191,Wanted,OneRepublic,4517741,https://open.spotify.com/track/6hLkeOMrhZ2CMLBp2of576,2019-09-20,Wanted,136247,False,1,11648310,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rock', 'post-teen pop']"
192,Ritual,Tiësto,4508962,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa,2019-09-20,Ritual,198995,False,1,5531205,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
193,Something Just Like This,The Chainsmokers,4483920,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2019-09-20,Memories...Do Not Open,247160,False,5,17742887,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
194,Photograph,Ed Sheeran,4469954,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2019-09-20,x (Wembley Edition),258986,False,6,78967872,"['pop', 'uk pop']"
195,Doin' Time,Lana Del Rey,4459113,https://open.spotify.com/track/0Oqc0kKFsQ6MhFOLBNZIGX,2019-09-20,Norman Fucking Rockwell!,202192,True,5,12764484,"['art pop', 'pop']"
196,Closer,The Chainsmokers,4440675,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2019-09-20,Closer,244960,False,1,17742887,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
